question-id,item,grammartical_item,construct,encoding
q1284,do not use harsh language,i do not use harsh language,not assigned,
q1285,do not usually enjoy listening to people tell stories about events that have happened in their lives,i do not usually enjoy listening to people tell stories about events that have happened in their lives,not assigned,
q1286,do not want to cause trouble,i do not want to cause trouble,not assigned,
q1287,do not waste time with others troubles,i do not waste time with others troubles,not assigned,
q1288,do not wear fashionable clothing,i do not wear fashionable clothing,not assigned,
q1289,do not worry about things that have already happened,i do not worry about things that have already happened,anxiety,-1.0
q1290,do the opposite of what i am told to do,i do the opposite of what i am told to do,not assigned,
q1291,do the opposite of what is asked,i do the opposite of what is asked,morality,-1.0
q1292,do things according to a plan,i do things according to a plan,orderliness,1.0
q1293,do things at my own pace,i do things at my own pace,introspection/private self-consciousness,1.0
q1294,do things at the last minute,i do things at the last minute,purposefulness,-1.0
q1295,do things behind other peoples backs,i do things behind other peoples backs,politeness,-1.0
q1296,do things by the book,i do things by the book,impulse-control,1.0
q1297,do things for a reason,i do things for a reason,not assigned,
q1298,do things for no apparent reason,i do things for no apparent reason,not assigned,
q1299,do things i later regret,i do things i later regret,self-acceptance,-1.0
q1300,do things in a half-way manner,i do things in a half-way manner,conscientiousness,-1.0
q1301,do things in a logical order,i do things in a logical order,rationality,1.0
q1302,do things men traditionally do,i do things men traditionally do,self-sufficiency,1.0
q1303,do things my own way,i do things my own way,self-sufficiency,1.0
q1304,do things out of habit,i do things out of habit,not assigned,
q1305,do things out of revenge,i do things out of revenge,belligerence,1.0
q1306,do things that are very out of the ordinary,i do things that are very out of the ordinary,not assigned,
q1307,do things that i do not like to make others happy,i do things that i do not like to make others happy,not assigned,
q1308,do things that i later regret,i do things that i later regret,not assigned,
q1309,do things that men traditionally do,i do things that men traditionally do,not assigned,
q1310,do things that others find strange,i do things that others find strange,stability,-1.0
q1311,do things that women traditionally do,i do things that women traditionally do,not assigned,
q1312,do things well at first but then drop them,i do things well at first but then drop them,not assigned,
q1313,do things without thinking of the consequences,i do things without thinking of the consequences,prudence,-1.0
q1314,do too little work,i do too little work,activity-level,-1.0
q1315,do unexpected things,i do unexpected things,dutifulness,-1.0
q1316,do unpleasant tasks immediately,i do unpleasant tasks immediately,orderliness,1.0
q1317,do what i say,i do what i say,not assigned,
q1318,do what is expected,i do what is expected,not assigned,
q1319,do what others do,i do what others do,conformity/dependence/need for approval,1.0
q1320,do what others want me to do,i do what others want me to do,conformity/dependence/need for approval,1.0
q1321,do whatever comes into my mind,i do whatever comes into my mind,not assigned,
q1322,do woodworking,i do woodworking,construction/mechanical interests,1.0
q1323,donated money to a political campaign or cause,i donated money to a political campaign or cause,interest in political activism,1.0
q1324,donated money to charity,i donated money to charity,interest in political activism,1.0
q1325,doubt people who claim to be healers,i doubt people who claim to be healers,not assigned,
q1326,doubt reports of so-called mystical experiences,i doubt reports of so-called mystical experiences,not assigned,
q1327,doubt that most politicians are corrupt,i doubt that most politicians are corrupt,not assigned,
q1328,doubt the motives of others when i am complimented,i doubt the motives of others when i am complimented,not assigned,
q1329,doubt the value of religion,i doubt the value of religion,traditionalism,-1.0
q1330,downloaded music from the internet,i downloaded music from the internet,interest in music,1.0
q1331,drank beer or wine,i drank beer or wine,interest in drinking,1.0
q1332,drank in a bar or night club,i drank in a bar or night club,interest in drinking,1.0
q1333,drank whiskey vodka gin or other hard liquor,i drank whiskey vodka gin or other hard liquor,interest in drinking,1.0
q1334,dread getting up in the morning,i dread getting up in the morning,vitality/enthusiasm/zest,-1.0
q1335,dress to attract sexual attention,i dress to attract sexual attention,not assigned,
q1336,dress to make an impression,i dress to make an impression,not assigned,
q1337,drove or rode somewhere without remembering later what happened during all or part of the trip,i drove or rode somewhere without remembering later what happened during all or part of the trip,dissociation,1.0
q1338,drown out conversations,i drown out conversations,not assigned,
q1339,dwell on the past,i dwell on the past,rumination,1.0
q1340,eagerly look forward to things to come,i eagerly look forward to things to come,not assigned,
q1341,easily find things to laugh or joke about,i easily find things to laugh or joke about,not assigned,
q1342,easily laugh at myself,i easily laugh at myself,not assigned,
q1343,easily lose my train of thought,i easily lose my train of thought,cognitive problems,1.0
q1344,easily lose track of reality,i easily lose track of reality,not assigned,
q1345,easily resist temptations,i easily resist temptations,moderation,1.0
q1346,echo what others say,i echo what others say,not assigned,
q1347,edit a newspaper,i edit a newspaper,language mastery,1.0
q1348,embarrass others,i embarrass others,not assigned,
q1349,encourage others criticisms,i encourage others criticisms,not assigned,
q1350,engage in discussions,i engage in discussions,complexity,1.0
q1351,engage in exciting adventures,i engage in exciting adventures,adventurousness,1.0
q1352,enjoy a good brawl,i enjoy a good brawl,hostile aggression,1.0
q1353,enjoy a good ethnic joke among friends,i enjoy a good ethnic joke among friends,not assigned,
q1354,enjoy beating the system,i enjoy beating the system,not assigned,
q1355,enjoy being barefoot,i enjoy being barefoot,not assigned,
q1356,enjoy being on the go,i enjoy being on the go,sociability,1.0
q1357,enjoy being part of a group,i enjoy being part of a group,sociability,1.0
q1358,enjoy being part of a loud crowd,i enjoy being part of a loud crowd,gregariousness,1.0
q1359,enjoy being reckless,i enjoy being reckless,cooperation,-1.0
