,Dataset,Model,Correlation,p-value,L1 Loss
2807,BIG5,WORD2VEC,0.105453,0.296397,1.59
2808,BIG5,WORD2VEC,0.256523,0.009988,1.46
2809,BIG5,WORD2VEC,0.299299,0.002486,1.42
2810,BIG5,WORD2VEC,0.194925,0.051965,1.38
2811,BIG5,WORD2VEC,0.029673,0.769472,1.04
2812,BIG5,WORD2VEC,0.069111,0.494458,1.02
2813,BIG5,WORD2VEC,0.113809,0.259552,1.42
2814,BIG5,WORD2VEC,0.206229,0.039537,0.97
2815,BIG5,WORD2VEC,0.258896,0.009297,1.38
2816,BIG5,WORD2VEC,0.305012,0.002031,1.28
2817,BIG5,WORD2VEC,0.222076,0.026375,0.93
2818,BIG5,WORD2VEC,0.084863,0.4012,1.52
2819,BIG5,WORD2VEC,0.173079,0.08506,1.32
2820,BIG5,WORD2VEC,0.169389,0.092028,1.13
2821,BIG5,WORD2VEC,0.189756,0.058635,0.86
2822,BIG5,WORD2VEC,0.193914,0.053217,1.62
2823,BIG5,WORD2VEC,0.271384,0.006311,1.21
2824,BIG5,WORD2VEC,0.034375,0.734212,1.64
2825,BIG5,WORD2VEC,0.193059,0.054297,1.02
2826,BIG5,WORD2VEC,-0.010826,0.91487,1.81
2827,BIG5,WORD2VEC,0.140366,0.163644,1.25
2828,BIG5,WORD2VEC,0.185967,0.063956,0.87
2829,BIG5,WORD2VEC,0.385584,7.4e-05,0.76
2830,BIG5,WORD2VEC,0.194981,0.051895,1.01
2831,BIG5,WORD2VEC,0.0958,0.343058,0.97
2832,BIG5,WORD2VEC,-0.136219,0.176576,2.18
2833,BIG5,WORD2VEC,0.115191,0.253775,1.34
2834,BIG5,WORD2VEC,0.393683,5.1e-05,0.94
2835,BIG5,WORD2VEC,0.301884,0.00227,1.08
2836,BIG5,WORD2VEC,0.311231,0.001622,0.9
2837,BIG5,WORD2VEC,-0.154221,0.125523,1.46
2838,BIG5,WORD2VEC,0.204261,0.041503,1.18
2839,BIG5,WORD2VEC,-0.194418,0.052589,1.39
2840,BIG5,WORD2VEC,-0.105509,0.296143,0.74
2841,BIG5,WORD2VEC,0.245772,0.013711,1.19
2842,BIG5,WORD2VEC,0.071373,0.4804,1.63
2843,BIG5,WORD2VEC,0.114885,0.255046,1.59
2844,BIG5,WORD2VEC,0.399781,3.8e-05,0.94
2845,BIG5,WORD2VEC,0.008049,0.936651,1.17
2846,BIG5,WORD2VEC,0.156458,0.120065,1.29
2847,BIG5,WORD2VEC,0.216707,0.03034,1.45
2848,BIG5,WORD2VEC,0.082793,0.412829,1.57
2849,BIG5,WORD2VEC,0.211108,0.034999,0.74
2850,BIG5,WORD2VEC,0.14943,0.137847,1.49
2851,BIG5,WORD2VEC,0.081937,0.417693,1.23
2852,BIG5,WORD2VEC,0.007886,0.937928,1.9
2853,BIG5,WORD2VEC,0.036202,0.720657,1.76
2854,BIG5,WORD2VEC,0.356099,0.000277,1.11
2855,BIG5,WORD2VEC,0.227398,0.022889,0.94
2856,BIG5,WORD2VEC,0.366226,0.000179,0.91
2857,BIG5,WORD2VEC,0.276311,0.00539,1.12
2858,BIG5,WORD2VEC,0.202506,0.043323,1.28
2859,BIG5,WORD2VEC,0.157802,0.116877,1.08
2860,BIG5,WORD2VEC,0.219843,0.027966,0.95
2861,BIG5,WORD2VEC,0.020166,0.842147,1.54
2862,BIG5,WORD2VEC,0.278935,0.00495,1.27
2863,BIG5,WORD2VEC,0.097205,0.335996,0.85
2864,BIG5,WORD2VEC,-0.049594,0.624126,1.34
2865,BIG5,WORD2VEC,-0.001911,0.984943,1.28
2866,BIG5,WORD2VEC,-0.047168,0.64121,1.65
2867,BIG5,WORD2VEC,0.159345,0.113295,1.09
2868,BIG5,WORD2VEC,0.156008,0.121148,1.19
2869,BIG5,WORD2VEC,0.221095,0.027065,1.61
2870,BIG5,WORD2VEC,0.371035,0.000145,1.03
2871,BIG5,WORD2VEC,0.196758,0.049755,1.07
2872,BIG5,WORD2VEC,-0.157998,0.116416,1.25
2873,BIG5,WORD2VEC,0.217487,0.029734,1.3
2874,BIG5,WORD2VEC,-0.070331,0.48685,1.64
2875,BIG5,WORD2VEC,0.083569,0.408448,1.41
2876,BIG5,WORD2VEC,0.284566,0.004112,1.14
2877,BIG5,WORD2VEC,-0.013793,0.891662,1.42
2878,BIG5,WORD2VEC,0.330634,0.00078,1.12
2879,BIG5,WORD2VEC,0.026637,0.792495,1.29
2880,BIG5,WORD2VEC,0.013464,0.894234,1.05
2881,BIG5,WORD2VEC,0.143801,0.153476,1.6
2882,BIG5,WORD2VEC,0.203869,0.041904,1.43
2883,BIG5,WORD2VEC,-0.160765,0.110076,1.34
2884,BIG5,WORD2VEC,0.128377,0.203052,1.46
2885,BIG5,WORD2VEC,0.220231,0.027685,0.8
2886,BIG5,WORD2VEC,0.009297,0.926854,1.29
2887,BIG5,WORD2VEC,-0.071346,0.48057,1.64
2888,BIG5,WORD2VEC,-0.158621,0.114966,1.17
2889,BIG5,WORD2VEC,-0.030806,0.760931,1.06
2890,BIG5,WORD2VEC,0.252423,0.011288,1.26
2891,BIG5,WORD2VEC,0.166886,0.097007,1.09
2892,BIG5,WORD2VEC,-0.111301,0.270267,1.19
2893,BIG5,WORD2VEC,0.228159,0.022424,1.33
2894,BIG5,WORD2VEC,-0.2656,0.007568,2.11
2895,BIG5,WORD2VEC,0.371145,0.000144,0.99
2896,BIG5,WORD2VEC,-0.027449,0.786318,1.4
2897,BIG5,WORD2VEC,-0.016973,0.86689,1.47
2898,BIG5,WORD2VEC,0.305005,0.002032,1.39
2899,BIG5,WORD2VEC,0.121712,0.227698,1.15
2900,BIG5,WORD2VEC,0.095264,0.34578,1.36
2901,BIG5,WORD2VEC,0.102735,0.309093,1.31
2902,BIG5,WORD2VEC,-0.080866,0.423826,1.53
2903,BIG5,WORD2VEC,0.031613,0.754866,1.68
2904,BIG5,WORD2VEC,0.170432,0.090014,1.06
2905,BIG5,WORD2VEC,0.126942,0.20819,1.19
2906,BIG5,WORD2VEC,0.129211,0.200109,1.48
2907,BIG5,WORD2VEC,0.059457,0.55679,1.51
2908,BIG5,WORD2VEC,0.164348,0.10227,1.14
2909,BIG5,WORD2VEC,-0.057706,0.568484,1.17
2910,BIG5,WORD2VEC,-0.045228,0.655007,1.47
2911,BIG5,WORD2VEC,-0.068402,0.498905,1.78
2912,BIG5,WORD2VEC,0.050549,0.617463,1.45
2913,BIG5,WORD2VEC,0.021127,0.834732,1.27
2914,BIG5,WORD2VEC,-0.103588,0.305072,1.55
2915,BIG5,WORD2VEC,0.240482,0.01595,1.28
2916,BIG5,WORD2VEC,0.252515,0.011257,1.36
2917,BIG5,WORD2VEC,0.098003,0.332026,1.43
2918,BIG5,WORD2VEC,0.019051,0.850771,1.28
2919,BIG5,WORD2VEC,0.256356,0.010038,1.41
2920,BIG5,WORD2VEC,-0.047727,0.637256,1.21
2921,BIG5,WORD2VEC,0.111619,0.268892,1.42
2922,BIG5,WORD2VEC,0.20428,0.041483,1.43
2923,BIG5,WORD2VEC,0.155631,0.122061,1.3
2924,BIG5,WORD2VEC,0.223981,0.025079,1.38
2925,BIG5,WORD2VEC,0.126407,0.210129,1.22
2926,BIG5,WORD2VEC,0.028252,0.780227,1.51
2927,BIG5,WORD2VEC,0.064074,0.526518,1.65
2928,BIG5,WORD2VEC,0.167431,0.095905,1.17
2929,BIG5,WORD2VEC,0.125308,0.214151,0.95
2930,BIG5,WORD2VEC,0.222138,0.026332,0.87
2931,BIG5,WORD2VEC,0.035126,0.728631,1.43
2932,BIG5,WORD2VEC,0.207377,0.038428,1.25
2933,BIG5,WORD2VEC,-0.309235,0.001745,1.35
2934,BIG5,WORD2VEC,0.261881,0.008489,1.39
2935,BIG5,WORD2VEC,0.103616,0.304941,1.33
2936,BIG5,WORD2VEC,0.07351,0.467322,1.52
2937,BIG5,WORD2VEC,0.35798,0.000255,1.14
2938,BIG5,WORD2VEC,-0.06819,0.500243,1.48
2939,BIG5,WORD2VEC,0.395112,4.7e-05,0.79
2940,BIG5,WORD2VEC,0.171008,0.088917,0.78
2941,BIG5,WORD2VEC,0.299303,0.002486,1.11
2942,BIG5,WORD2VEC,0.246618,0.01338,1.14
2943,BIG5,WORD2VEC,0.08062,0.425242,1.4
2944,BIG5,WORD2VEC,0.204159,0.041606,1.47
2945,BIG5,WORD2VEC,0.017046,0.866323,1.77
2946,BIG5,WORD2VEC,-0.036864,0.715765,1.23
2947,BIG5,WORD2VEC,0.153704,0.12681,1.41
2948,BIG5,WORD2VEC,0.294804,0.002907,1.01
2949,BIG5,WORD2VEC,0.136262,0.176439,0.73
2950,BIG5,WORD2VEC,0.121769,0.227478,1.57
2951,BIG5,WORD2VEC,0.194679,0.052268,1.58
2952,BIG5,WORD2VEC,0.045104,0.655892,1.43
2953,BIG5,WORD2VEC,0.076568,0.448948,1.21
2954,BIG5,WORD2VEC,0.316375,0.001342,1.07
2955,BIG5,WORD2VEC,-0.010446,0.917847,1.59
2956,BIG5,WORD2VEC,0.042347,0.6757,1.34
2957,BIG5,WORD2VEC,-0.078868,0.435402,1.28
2958,BIG5,WORD2VEC,-0.018393,0.855874,1.06
2959,BIG5,WORD2VEC,0.036938,0.715219,1.34
2960,BIG5,WORD2VEC,0.0218,0.829547,1.3
2961,BIG5,WORD2VEC,0.065892,0.514824,1.76
2962,BIG5,WORD2VEC,0.116633,0.24784,1.3
2963,BIG5,WORD2VEC,0.008096,0.936286,0.94
2964,BIG5,WORD2VEC,-0.138015,0.170888,1.52
2965,BIG5,WORD2VEC,0.062296,0.538077,1.0
2966,BIG5,WORD2VEC,-0.008355,0.934252,0.94
2967,BIG5,WORD2VEC,0.144926,0.15025,1.24
2968,BIG5,WORD2VEC,0.194508,0.052479,1.45
2969,BIG5,WORD2VEC,0.086866,0.390138,1.38
2970,BIG5,WORD2VEC,-0.032436,0.748692,1.07
2971,BIG5,WORD2VEC,-0.064915,0.521092,1.58
2972,BIG5,WORD2VEC,0.362933,0.000206,0.9
2973,BIG5,WORD2VEC,0.218825,0.028719,1.07
2974,BIG5,WORD2VEC,0.107698,0.286177,1.66
2975,BIG5,WORD2VEC,0.275354,0.005559,1.1
2976,BIG5,WORD2VEC,0.059595,0.555874,1.05
2977,BIG5,WORD2VEC,0.260273,0.008916,0.91
2978,BIG5,WORD2VEC,0.231028,0.020744,1.21
2979,BIG5,WORD2VEC,0.041344,0.68297,1.16
2980,BIG5,WORD2VEC,0.196547,0.050005,1.44
2981,BIG5,WORD2VEC,-0.058673,0.562011,1.4
2982,BIG5,WORD2VEC,0.183888,0.067038,1.59
2983,BIG5,WORD2VEC,0.023648,0.815342,1.12
2984,BIG5,WORD2VEC,0.21759,0.029655,1.43
2985,BIG5,WORD2VEC,0.191505,0.056304,1.06
2986,BIG5,WORD2VEC,0.117076,0.246034,1.16
2987,BIG5,WORD2VEC,0.162126,0.107058,1.41
2988,BIG5,WORD2VEC,0.218729,0.028791,1.11
2989,BIG5,WORD2VEC,0.212203,0.034044,0.97
2990,BIG5,WORD2VEC,0.094553,0.349406,1.52
2991,BIG5,WORD2VEC,0.186319,0.063447,0.95
2992,BIG5,WORD2VEC,0.228798,0.02204,1.06
2993,BIG5,WORD2VEC,0.077083,0.445898,1.39
2994,BIG5,WORD2VEC,0.009194,0.927659,1.74
2995,BIG5,WORD2VEC,0.122165,0.22596,1.22
2996,BIG5,WORD2VEC,0.239034,0.016615,0.85
2997,BIG5,WORD2VEC,0.065844,0.515133,1.33
2998,BIG5,WORD2VEC,0.276958,0.005278,1.11
2999,BIG5,WORD2VEC,0.033127,0.743523,1.22
3000,BIG5,WORD2VEC,0.314984,0.001413,0.95
3001,BIG5,WORD2VEC,0.123099,0.222405,1.05
3002,BIG5,WORD2VEC,-0.067118,0.507019,1.3
3003,BIG5,WORD2VEC,0.134131,0.183363,1.18
3004,BIG5,WORD2VEC,0.180286,0.072665,1.44
3005,BIG5,WORD2VEC,0.067083,0.507236,1.28
3006,BIG5,WORD2VEC,0.327333,0.000887,0.88
3007,BIG5,WORD2VEC,0.037311,0.712465,1.38
3008,BIG5,WORD2VEC,0.241667,0.015422,1.16
3009,BIG5,WORD2VEC,0.114998,0.254575,0.96
3010,BIG5,WORD2VEC,0.310042,0.001694,1.17
3011,BIG5,WORD2VEC,-0.207688,0.038131,1.32
3012,BIG5,WORD2VEC,0.209653,0.036305,1.01
3013,BIG5,WORD2VEC,0.121437,0.228759,1.28
3014,BIG5,WORD2VEC,0.323736,0.001018,1.08
3015,BIG5,WORD2VEC,-0.086518,0.392049,1.59
3016,BIG5,WORD2VEC,-0.036468,0.718688,1.49
3017,BIG5,WORD2VEC,-0.019034,0.850909,1.64
3018,BIG5,WORD2VEC,0.155199,0.123113,1.31
3019,BIG5,WORD2VEC,-0.066751,0.509349,1.41
3020,BIG5,WORD2VEC,0.052239,0.605731,1.13
3021,BIG5,WORD2VEC,-0.251459,0.011614,1.31
3022,BIG5,WORD2VEC,0.30253,0.002219,1.27
3023,BIG5,WORD2VEC,0.179201,0.074432,1.33
3024,BIG5,WORD2VEC,0.104718,0.299799,1.65
3025,BIG5,WORD2VEC,0.140589,0.16297,1.74
3026,BIG5,WORD2VEC,0.198366,0.04788,1.2
3027,BIG5,WORD2VEC,0.267985,0.007025,1.47
3028,BIG5,WORD2VEC,0.260782,0.008779,1.04
3029,BIG5,WORD2VEC,-0.111591,0.269014,1.11
3030,BIG5,WORD2VEC,-0.047561,0.638432,1.48
3031,BIG5,WORD2VEC,0.046211,0.647999,1.41
3032,BIG5,WORD2VEC,0.235266,0.01846,1.03
3033,BIG5,WORD2VEC,-0.080942,0.423389,0.95
3034,BIG5,WORD2VEC,0.071253,0.481142,1.33
3035,BIG5,WORD2VEC,-0.01874,0.853182,1.07
3036,BIG5,WORD2VEC,0.096251,0.340779,1.07
3037,BIG5,WORD2VEC,-0.019781,0.845125,1.12
3038,BIG5,WORD2VEC,0.130862,0.19437,1.46
3039,BIG5,WORD2VEC,0.066653,0.509973,1.73
3040,BIG5,WORD2VEC,0.212436,0.033843,1.44
3041,BIG5,WORD2VEC,0.304769,0.002049,1.19
3042,BIG5,WORD2VEC,0.185026,0.065338,1.18
3043,BIG5,WORD2VEC,0.389526,6.2e-05,1.2
3044,BIG5,WORD2VEC,0.540516,0.0,0.8
3045,BIG5,WORD2VEC,0.154222,0.125519,1.64
3046,BIG5,WORD2VEC,0.134704,0.181481,1.02
3047,BIG5,WORD2VEC,-0.140077,0.164523,1.42
3048,BIG5,WORD2VEC,0.199509,0.046585,0.96
3049,BIG5,WORD2VEC,0.085203,0.399314,1.24
3050,BIG5,WORD2VEC,0.117448,0.244529,0.66
3051,BIG5,WORD2VEC,0.12618,0.210955,1.28
3052,BIG5,WORD2VEC,0.040295,0.690599,1.01
3053,BIG5,WORD2VEC,0.032191,0.75053,1.57
3054,BIG5,WORD2VEC,-0.181805,0.070247,1.72
3055,BIG5,WORD2VEC,-0.017836,0.860193,1.16
3056,BIG5,WORD2VEC,0.218666,0.028838,1.2
3057,BIG5,WORD2VEC,0.075405,0.455891,1.51
3058,BIG5,WORD2VEC,0.029321,0.772134,1.26
3059,BIG5,WORD2VEC,0.140398,0.163548,1.68
3060,BIG5,WORD2VEC,0.216479,0.030519,1.25
3061,BIG5,WORD2VEC,-0.034607,0.732487,1.46
3062,BIG5,WORD2VEC,0.051865,0.608319,1.29
3063,BIG5,WORD2VEC,0.109579,0.277796,1.25
3064,BIG5,WORD2VEC,0.084864,0.401194,0.82
3065,BIG5,WORD2VEC,0.135414,0.179172,1.33
3066,BIG5,WORD2VEC,0.293958,0.002993,1.02
3067,BIG5,WORD2VEC,0.037946,0.707791,0.97
3068,BIG5,WORD2VEC,0.109226,0.279355,1.47
3069,BIG5,WORD2VEC,0.230539,0.021023,1.44
3070,BIG5,WORD2VEC,0.184885,0.065547,1.12
3071,BIG5,WORD2VEC,0.173301,0.084654,1.12
3072,BIG5,WORD2VEC,0.234138,0.019046,1.39
3073,BIG5,WORD2VEC,-0.047751,0.637087,1.52
3074,BIG5,WORD2VEC,0.172481,0.086161,1.5
3075,BIG5,WORD2VEC,0.230954,0.020786,1.33
3076,BIG5,WORD2VEC,0.123553,0.22069,1.27
3077,BIG5,WORD2VEC,0.263819,0.007997,1.42
3078,BIG5,WORD2VEC,0.140674,0.162712,1.04
3079,BIG5,WORD2VEC,0.254556,0.010594,1.42
3080,BIG5,WORD2VEC,0.226042,0.023737,1.56
3081,BIG5,WORD2VEC,0.10856,0.282315,1.61
3082,BIG5,WORD2VEC,0.036542,0.71814,1.47
3083,BIG5,WORD2VEC,0.012798,0.899436,1.96
3084,BIG5,WORD2VEC,0.009352,0.926421,1.35
3085,BIG5,WORD2VEC,-0.075009,0.458267,1.03
3086,BIG5,WORD2VEC,0.106612,0.291093,1.02
3087,BIG5,WORD2VEC,0.277841,0.005129,0.99
3088,BIG5,WORD2VEC,0.12306,0.22255,1.31
3089,BIG5,WORD2VEC,0.086643,0.391363,1.55
3090,BIG5,WORD2VEC,0.255728,0.010229,1.26
3091,BIG5,WORD2VEC,0.168351,0.094069,1.5
3092,BIG5,WORD2VEC,-0.027031,0.789497,1.21
3093,BIG5,WORD2VEC,-0.002402,0.981074,1.12
3094,BIG5,WORD2VEC,0.192051,0.055592,1.2
3095,BIG5,WORD2VEC,0.400864,3.6e-05,1.09
3096,BIG5,WORD2VEC,-0.016176,0.873092,1.42
3097,BIG5,WORD2VEC,0.202235,0.043609,1.27
3098,BIG5,WORD2VEC,0.167204,0.096363,1.33
3099,BIG5,WORD2VEC,0.007633,0.939922,1.01
3100,BIG5,WORD2VEC,0.132843,0.187645,1.13
3101,BIG5,WORD2VEC,0.21156,0.034603,1.06
3102,BIG5,WORD2VEC,0.285001,0.004053,1.46
3103,BIG5,WORD2VEC,0.19533,0.05147,1.45
3104,BIG5,WORD2VEC,0.378921,0.000101,0.95
3105,BIG5,WORD2VEC,-0.001136,0.991047,1.11
3106,BIG5,WORD2VEC,0.022504,0.824129,1.35
3107,BIG5,WORD2VEC,0.099842,0.322988,1.19
3108,BIG5,WORD2VEC,0.161241,0.109014,1.45
3109,BIG5,WORD2VEC,0.030052,0.766613,1.47
3110,BIG5,WORD2VEC,0.112879,0.263492,0.97
3111,BIG5,WORD2VEC,0.143728,0.153688,1.21
3112,BIG5,WORD2VEC,-0.155259,0.122967,1.67
3113,BIG5,WORD2VEC,0.21687,0.030212,1.29
3114,BIG5,WORD2VEC,0.093743,0.353571,1.48
3115,BIG5,WORD2VEC,0.201027,0.044907,1.26
3116,BIG5,WORD2VEC,0.055974,0.580169,1.0
3117,BIG5,WORD2VEC,0.198626,0.047583,1.04
3118,BIG5,WORD2VEC,0.282178,0.00445,1.33
3119,BIG5,WORD2VEC,0.059343,0.557549,1.5
3120,BIG5,WORD2VEC,0.18057,0.072208,1.32
3121,BIG5,WORD2VEC,0.298122,0.002591,1.03
3122,BIG5,WORD2VEC,0.035885,0.722997,1.78
3123,BIG5,WORD2VEC,-0.027542,0.785615,1.38
3124,BIG5,WORD2VEC,0.207928,0.037904,0.96
3125,BIG5,WORD2VEC,0.257889,0.009585,1.25
3126,BIG5,WORD2VEC,-0.118323,0.241005,1.79
3127,BIG5,WORD2VEC,0.242333,0.015133,1.39
3128,BIG5,WORD2VEC,-0.04662,0.64509,1.37
3129,BIG5,WORD2VEC,0.11887,0.238824,1.37
3130,BIG5,WORD2VEC,0.267191,0.007202,1.18
3131,BIG5,WORD2VEC,0.164535,0.101875,1.28
3132,BIG5,WORD2VEC,0.295978,0.002791,1.26
3133,BIG5,WORD2VEC,0.224322,0.024852,1.12
3134,BIG5,WORD2VEC,0.154137,0.125732,1.01
3135,BIG5,WORD2VEC,0.262398,0.008355,1.26
3136,BIG5,WORD2VEC,0.330093,0.000797,1.12
3137,BIG5,WORD2VEC,0.242218,0.015182,1.04
3138,BIG5,WORD2VEC,-0.011803,0.907213,1.19
3139,BIG5,WORD2VEC,0.13754,0.172379,1.22
3140,BIG5,WORD2VEC,0.023314,0.817909,1.5
3141,BIG5,WORD2VEC,0.252164,0.011374,1.47
3142,BIG5,WORD2VEC,0.076027,0.452172,1.49
3143,BIG5,WORD2VEC,0.012803,0.899397,1.05
3144,BIG5,WORD2VEC,0.079315,0.432795,1.4
3145,BIG5,WORD2VEC,0.28967,0.003464,1.21
3146,BIG5,WORD2VEC,0.160577,0.110499,1.3
3147,BIG5,WORD2VEC,0.200103,0.045922,1.08
3148,BIG5,WORD2VEC,0.391148,5.7e-05,1.02
3149,BIG5,WORD2VEC,0.041459,0.682133,1.45
3150,BIG5,WORD2VEC,0.007628,0.939955,1.75
3151,BIG5,WORD2VEC,-0.068535,0.498067,1.56
3152,BIG5,WORD2VEC,-0.130871,0.194342,1.38
3153,BIG5,WORD2VEC,-0.096737,0.338335,1.4
3154,BIG5,WORD2VEC,-0.035771,0.723841,1.02
3155,BIG5,WORD2VEC,0.150109,0.136047,1.21
3156,BIG5,WORD2VEC,0.297331,0.002663,1.16
3157,BIG5,WORD2VEC,0.083942,0.406351,1.74
3158,BIG5,WORD2VEC,0.207686,0.038134,1.36
3159,BIG5,WORD2VEC,0.157337,0.117973,1.12
3160,BIG5,WORD2VEC,0.264254,0.007891,0.86
3161,BIG5,WORD2VEC,0.130169,0.196765,1.15
3162,BIG5,WORD2VEC,0.213324,0.033088,1.14
3163,BIG5,WORD2VEC,0.041207,0.683962,1.25
3164,BIG5,WORD2VEC,0.217555,0.029682,1.22
3165,BIG5,WORD2VEC,-0.008933,0.92971,1.11
3166,BIG5,WORD2VEC,0.11242,0.265451,1.09
3167,BIG5,WORD2VEC,-0.10489,0.298998,1.35
3168,BIG5,WORD2VEC,0.048816,0.629583,1.08
3169,BIG5,WORD2VEC,0.093865,0.352942,1.3
3170,BIG5,WORD2VEC,0.113013,0.26292,1.2
3171,BIG5,WORD2VEC,0.141915,0.159,1.1
3172,BIG5,WORD2VEC,0.338348,0.000575,0.97
3173,BIG5,WORD2VEC,0.130334,0.196193,1.07
3174,BIG5,WORD2VEC,0.022133,0.826979,1.5
3175,BIG5,WORD2VEC,0.255052,0.010438,1.18
3176,BIG5,WORD2VEC,0.158886,0.114353,1.47
3177,BIG5,WORD2VEC,0.016344,0.871784,1.32
3178,BIG5,WORD2VEC,0.186442,0.063268,1.35
3179,BIG5,WORD2VEC,-0.23045,0.021074,1.39
3180,BIG5,WORD2VEC,-0.124323,0.217803,1.23
3181,BIG5,WORD2VEC,-0.046944,0.642796,1.23
3182,BIG5,WORD2VEC,-0.03078,0.761125,1.23
3183,BIG5,WORD2VEC,0.46376,1e-06,1.12
3184,BIG5,WORD2VEC,0.274317,0.005747,0.9
3185,BIG5,WORD2VEC,-0.250551,0.011928,2.13
3186,BIG5,WORD2VEC,0.220441,0.027533,1.33
3187,BIG5,WORD2VEC,0.282184,0.004449,1.08
3188,BIG5,WORD2VEC,0.06791,0.502006,1.41
3189,BIG5,WORD2VEC,0.224437,0.024776,1.33
3190,BIG5,WORD2VEC,0.074585,0.46082,1.08
3191,BIG5,WORD2VEC,0.078647,0.436692,1.49
3192,BIG5,WORD2VEC,0.185477,0.064672,1.27
3193,BIG5,WORD2VEC,0.18526,0.064991,0.67
3194,BIG5,WORD2VEC,0.166373,0.098053,1.36
3195,BIG5,WORD2VEC,0.235408,0.018388,0.86
3196,BIG5,WORD2VEC,0.228849,0.02201,1.11
3197,BIG5,WORD2VEC,-0.051742,0.609169,1.55
3198,BIG5,WORD2VEC,0.18268,0.068885,1.13
3199,BIG5,WORD2VEC,0.103933,0.303456,1.59
3200,BIG5,WORD2VEC,0.041496,0.681867,1.44
3201,BIG5,WORD2VEC,0.304821,0.002045,1.14
3202,BIG5,WORD2VEC,0.223662,0.025292,0.96
3203,BIG5,WORD2VEC,0.225207,0.024273,1.49
3204,BIG5,WORD2VEC,-0.062472,0.536924,1.71
3205,BIG5,WORD2VEC,0.210248,0.035766,0.94
3206,BIG5,WORD2VEC,0.241535,0.01548,0.79
3207,BIG5,WORD2VEC,0.023192,0.818844,1.46
3208,BIG5,WORD2VEC,0.337758,0.000589,1.4
3209,BIG5,WORD2VEC,-0.056126,0.579138,1.85
3210,BIG5,WORD2VEC,0.354837,0.000292,0.97
3211,BIG5,WORD2VEC,0.194068,0.053025,1.51
3212,BIG5,WORD2VEC,0.025111,0.80414,0.91
3213,BIG5,WORD2VEC,0.071937,0.476931,1.18
3214,BIG5,WORD2VEC,0.004445,0.964994,1.28
3215,BIG5,WORD2VEC,-0.018577,0.854446,1.4
3216,BIG5,WORD2VEC,0.208342,0.037516,1.22
3217,BIG5,WORD2VEC,0.235276,0.018455,1.2
3218,BIG5,WORD2VEC,0.033235,0.742715,0.91
3219,BIG5,WORD2VEC,0.054767,0.588374,1.63
3220,BIG5,WORD2VEC,0.229682,0.021518,1.0
3221,BIG5,WORD2VEC,-0.00065,0.994881,0.83
3222,BIG5,WORD2VEC,0.12525,0.214367,1.18
3223,BIG5,WORD2VEC,0.166087,0.09864,0.99
3224,BIG5,WORD2VEC,0.088652,0.380433,0.78
3225,BIG5,WORD2VEC,0.094946,0.3474,1.24
3226,BIG5,WORD2VEC,0.305368,0.002005,1.04
3227,BIG5,WORD2VEC,0.210233,0.03578,0.97
3228,BIG5,WORD2VEC,0.244979,0.014028,0.98
3229,BIG5,WORD2VEC,0.008065,0.936528,1.62
3230,BIG5,WORD2VEC,0.149032,0.13891,1.46
3231,BIG5,WORD2VEC,0.018093,0.858196,1.1
3232,BIG5,WORD2VEC,0.007375,0.941946,1.92
3233,BIG5,WORD2VEC,0.141519,0.160176,1.12
3234,BIG5,WORD2VEC,0.023005,0.82028,1.5
3235,BIG5,WORD2VEC,-0.077284,0.444707,1.36
3236,BIG5,WORD2VEC,0.16848,0.093813,0.85
3237,BIG5,WORD2VEC,0.051963,0.607642,1.5
3238,BIG5,WORD2VEC,0.087083,0.388953,1.19
3239,BIG5,WORD2VEC,0.323047,0.001045,1.22
3240,BIG5,WORD2VEC,0.338263,0.000577,1.25
3241,BIG5,WORD2VEC,0.190626,0.057465,1.48
3242,BIG5,WORD2VEC,0.260796,0.008775,1.17
3243,BIG5,WORD2VEC,-0.069845,0.489869,1.27
3244,BIG5,WORD2VEC,-0.011306,0.911106,1.47
3245,BIG5,WORD2VEC,0.068061,0.50105,1.15
3246,BIG5,WORD2VEC,0.267417,0.007151,0.96
3247,BIG5,WORD2VEC,0.389756,6.1e-05,0.82
3248,BIG5,WORD2VEC,-0.041071,0.684949,1.45
3249,BIG5,WORD2VEC,0.153608,0.127049,1.31
3250,BIG5,WORD2VEC,0.125995,0.21163,1.39
3251,BIG5,WORD2VEC,0.068207,0.500131,1.21
3252,BIG5,WORD2VEC,0.080713,0.424707,1.15
3253,BIG5,WORD2VEC,0.150725,0.134429,1.54
3254,BIG5,WORD2VEC,0.251183,0.011709,1.06
3255,BIG5,WORD2VEC,0.38408,8e-05,0.83
3256,BIG5,WORD2VEC,0.12885,0.20138,1.45
3257,BIG5,WORD2VEC,0.179223,0.074395,1.13
3258,BIG5,WORD2VEC,0.127893,0.204775,0.95
3259,BIG5,WORD2VEC,0.051419,0.611407,1.58
3260,BIG5,WORD2VEC,0.053364,0.597978,1.56
3261,BIG5,WORD2VEC,0.153455,0.127434,1.6
3262,BIG5,WORD2VEC,0.07998,0.428939,1.42
3263,BIG5,WORD2VEC,0.345668,0.000428,1.3
3264,BIG5,WORD2VEC,-0.023303,0.81799,1.92
3265,BIG5,WORD2VEC,0.076062,0.451961,1.2
3266,BIG5,WORD2VEC,0.290854,0.003328,1.03
3267,BIG5,WORD2VEC,0.278137,0.00508,1.3
3268,BIG5,WORD2VEC,-0.01345,0.894336,1.31
