,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32
965,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
967,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0
968,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0
971,2.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0
972,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
973,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0
974,1.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0
975,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0
976,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0
978,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0
980,1.0,5.0,2.0,2.0,4.0,5.0,4.0,3.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,1.0,4.0
981,2.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0
984,3.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0
985,1.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0
988,3.0,4.0,2.0,2.0,3.0,5.0,5.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0
989,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0
990,2.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,5.0,2.0,5.0
991,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0
993,1.0,4.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0
998,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0
999,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0
1000,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0
1002,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0
1003,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0
1005,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0
1008,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0
1011,1.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,5.0,4.0,3.0,2.0,5.0,1.0,5.0
1012,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
1013,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
1014,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
1021,3.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0
1023,2.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0
1027,2.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0
1028,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
1029,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0
1031,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0
1032,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0
1033,1.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0
1036,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0
1039,1.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0
1040,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0
1041,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0
1042,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0
1044,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0
1046,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0
1048,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
1049,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0
1051,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
1053,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0
1054,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0
1055,2.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0
1057,2.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,4.0
1059,1.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0
1061,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0
1062,2.0,5.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0
1063,2.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
1064,2.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0
1065,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0
1066,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0
1067,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0
1068,2.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,4.0,5.0,4.0,2.0,4.0,2.0,5.0
