,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32
965,4.0,4.0,1.0,3.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0
967,4.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,5.0,1.0,3.0,2.0,3.0,3.0,4.0
968,2.0,3.0,5.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,5.0,2.0,4.0,3.0,5.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0
971,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0
972,3.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,2.0,3.0,4.0
973,3.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0,5.0,2.0,4.0,3.0,1.0,3.0,4.0
974,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0
975,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0
976,3.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
978,4.0,4.0,2.0,5.0,1.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0
980,2.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,5.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,5.0,5.0
981,2.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0
984,3.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0
985,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,5.0
988,3.0,3.0,5.0,2.0,3.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,5.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0
989,3.0,4.0,5.0,1.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,4.0,2.0,5.0,3.0,3.0,3.0,1.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0
990,2.0,3.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,4.0,4.0,2.0,3.0,5.0,3.0,2.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,5.0
991,3.0,3.0,1.0,5.0,1.0,2.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,4.0,5.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0
993,2.0,4.0,4.0,2.0,1.0,5.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,5.0,1.0,2.0,1.0,2.0,3.0,4.0
998,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0
999,1.0,2.0,4.0,5.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,5.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0
1000,3.0,3.0,3.0,5.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,1.0,4.0,3.0,2.0,4.0,3.0,2.0,5.0,1.0,5.0,1.0,4.0,2.0,1.0,2.0,3.0
1002,2.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0
1003,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0
1005,3.0,5.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,1.0,2.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0
1008,4.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,1.0,5.0,1.0,3.0,2.0,3.0,2.0,4.0
1011,1.0,2.0,2.0,1.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,5.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,5.0,5.0
1012,3.0,3.0,5.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,1.0,5.0,2.0,2.0,1.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0
1013,3.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,5.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0
1014,4.0,4.0,2.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,5.0,3.0,4.0,3.0,3.0,2.0,1.0
1021,3.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0
1023,3.0,5.0,3.0,1.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,2.0,1.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,1.0,3.0,3.0,2.0,1.0,3.0
1027,3.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0
1028,3.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,5.0,4.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0
1029,3.0,4.0,1.0,4.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0
1031,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0
1032,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0
1033,2.0,2.0,4.0,1.0,2.0,5.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0
1036,3.0,5.0,5.0,4.0,2.0,1.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0,2.0,3.0,5.0,3.0,4.0,5.0,1.0,4.0,1.0,2.0,5.0,2.0,3.0,3.0,3.0,1.0,1.0
1039,2.0,3.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,4.0
1040,3.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0
1041,3.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,2.0,4.0,3.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0
1042,4.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0
1044,3.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0
1046,2.0,4.0,5.0,5.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0
1048,3.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0
1049,3.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,4.0
1051,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0
1053,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
1054,3.0,5.0,3.0,5.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,5.0,3.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,3.0,2.0,3.0,5.0,4.0
1055,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,5.0
1057,3.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,4.0,3.0
1059,1.0,4.0,5.0,5.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0
1061,3.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0
1062,2.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,5.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0
1063,2.0,3.0,4.0,1.0,2.0,5.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,5.0,2.0,5.0,3.0,2.0,3.0,1.0,2.0,5.0,3.0,2.0,3.0,2.0,4.0,5.0
1064,2.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,5.0
1065,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0
1066,3.0,4.0,3.0,5.0,3.0,1.0,5.0,3.0,4.0,2.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0
1067,1.0,3.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,5.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0
1068,2.0,3.0,4.0,4.0,2.0,5.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,2.0,3.0,5.0,5.0,2.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,5.0
